20221206,"2022-12-06",2022,12,"Dec",6,"Tue",2,49,true,false,false
20221207,"2022-12-07",2022,12,"Dec",7,"Wed",3,49,true,false,false
20221208,"2022-12-08",2022,12,"Dec",8,"Thu",4,49,true,false,false
20221209,"2022-12-09",2022,12,"Dec",9,"Fri",5,49,true,false,false
20221210,"2022-12-10",2022,12,"Dec",10,"Sat",6,49,true,false,false
20221211,"2022-12-11",2022,12,"Dec",11,"Sun",0,49,true,false,false
20221212,"2022-12-12",2022,12,"Dec",12,"Mon",1,50,false,true,false
20221213,"2022-12-13",2022,12,"Dec",13,"Tue",2,50,true,false,false
20221214,"2022-12-14",2022,12,"Dec",14,"Wed",3,50,true,false,false
20221215,"2022-12-15",2022,12,"Dec",15,"Thu",4,50,true,false,false
20221216,"2022-12-16",2022,12,"Dec",16,"Fri",5,50,true,false,false
20221217,"2022-12-17",2022,12,"Dec",17,"Sat",6,50,true,false,false
20221218,"2022-12-18",2022,12,"Dec",18,"Sun",0,50,true,false,false
20221219,"2022-12-19",2022,12,"Dec",19,"Mon",1,51,false,true,false
20221220,"2022-12-20",2022,12,"Dec",20,"Tue",2,51,true,false,false
20221221,"2022-12-21",2022,12,"Dec",21,"Wed",3,51,true,false,false
20221222,"2022-12-22",2022,12,"Dec",22,"Thu",4,51,true,false,false
20221223,"2022-12-23",2022,12,"Dec",23,"Fri",5,51,true,false,false
20221224,"2022-12-24",2022,12,"Dec",24,"Sat",6,51,true,false,false
20221225,"2022-12-25",2022,12,"Dec",25,"Sun",0,51,true,false,false
20221226,"2022-12-26",2022,12,"Dec",26,"Mon",1,52,false,true,false
